guesses,clues,boards
"['center', 'disease']",medical,"green: ['disease', 'center', 'change', 'lead', 'date', 'roulette'], black: ['unicorn', 'draft', 'field'], tan: ['lap', 'slip', 'day', 'fighter', 'novel', 'ray', 'tag', 'compound', 'death', 'king', 'row', 'vacuum', 'revolution']"
"['date', 'change']",time,"green: ['change', 'lead', 'date', 'roulette'], black: ['unicorn', 'draft', 'field'], tan: ['lap', 'slip', 'day', 'fighter', 'novel', 'ray', 'tag', 'compound', 'death', 'king', 'row', 'vacuum', 'revolution']"
"['fighter', 'undertaker']",war,"green: ['day', 'fighter', 'novel', 'center', 'lead', 'field', 'vacuum', 'undertaker', 'revolution'], black: ['draft', 'roulette', 'king'], tan: ['unicorn', 'lap', 'slip', 'disease', 'ray', 'change', 'tag', 'compound', 'switch', 'death', 'date', 'row', 'light']"
"['vacuum', 'revolution']",pressure,"green: ['day', 'novel', 'center', 'lead', 'field', 'vacuum', 'revolution'], black: ['draft', 'roulette', 'king'], tan: ['unicorn', 'lap', 'slip', 'disease', 'ray', 'change', 'tag', 'compound', 'switch', 'death', 'date', 'row', 'light']"
"['lead', 'day']",work,"green: ['day', 'lead', 'field'], black: ['draft', 'roulette', 'king'], tan: ['unicorn', 'lap', 'slip', 'disease', 'ray', 'change', 'tag', 'compound', 'switch', 'death', 'date', 'row', 'light']"
"['ninja', 'strike']",japan,"green: ['green', 'centaur', 'force', 'ninja', 'state', 'wake', 'part', 'charge', 'disease'], black: ['slip', 'spell', 'soul'], tan: ['superhero', 'round', 'racket', 'club', 'embassy', 'witch', 'leprechaun', 'mammoth', 'alien', 'strike', 'row', 'mount', 'fall']"
"['disease', 'wake']",insomnia,"green: ['centaur', 'state', 'wake', 'part', 'charge', 'disease'], black: ['slip', 'spell', 'soul'], tan: ['superhero', 'round', 'racket', 'club', 'embassy', 'witch', 'leprechaun', 'alien', 'row', 'mount', 'fall']"
"['round', 'witch', 'row', 'alien']",wheel,"green: ['force', 'round', 'wake', 'witch', 'strike', 'row', 'fall'], black: ['superhero', 'spell', 'part'], tan: ['green', 'centaur', 'racket', 'slip', 'club', 'state', 'embassy', 'leprechaun', 'mammoth', 'alien', 'charge', 'mount', 'disease']"
"['force', 'club']",hit,"green: ['force', 'wake', 'strike', 'fall'], black: ['superhero', 'spell', 'part'], tan: ['green', 'centaur', 'racket', 'slip', 'club', 'state', 'embassy', 'leprechaun', 'mammoth', 'charge', 'mount', 'disease']"
"['day', 'time']",night,"green: ['luck', 'check', 'time', 'day', 'press', 'point', 'spy', 'strike'], black: ['wind', 'spell', 'stock'], tan: ['poison', 'angel', 'centaur', 'space', 'charge', 'green', 'war', 'contract', 'roulette', 'code', 'draft', 'mount', 'capital']"
"['press', 'point']",finger,"green: ['luck', 'press', 'point', 'spy', 'strike'], black: ['wind', 'spell', 'stock'], tan: ['poison', 'angel', 'centaur', 'space', 'charge', 'green', 'war', 'contract', 'roulette', 'code', 'draft', 'mount', 'capital']"
"['spell', 'angel', 'contract', 'check']",suernatural,"green: ['luck', 'check', 'angel', 'centaur', 'charge', 'contract', 'spy', 'spell', 'capital'], black: ['poison', 'time', 'stock'], tan: ['wind', 'space', 'day', 'green', 'war', 'roulette', 'code', 'press', 'point', 'superhero', 'strike', 'mount']"
"['novel', 'comic', 'draft']",read,"green: ['novel', 'comic', 'mine', 'figure', 'king', 'part', 'grace', 'cover', 'contract'], black: ['ray', 'life', 'wake'], tan: ['alien', 'tag', 'fighter', 'spot', 'wind', 'stock', 'conductor', 'date', 'draft', 'match', 'play', 'light', 'undertaker']"
"['king', 'grace']",royalty,"green: ['mine', 'figure', 'king', 'part', 'grace', 'cover', 'contract'], black: ['ray', 'life', 'wake'], tan: ['alien', 'tag', 'fighter', 'spot', 'wind', 'stock', 'conductor', 'date', 'match', 'play', 'light', 'undertaker']"
"['cover', 'part']",lid,"green: ['mine', 'figure', 'part', 'cover', 'contract'], black: ['ray', 'life', 'wake'], tan: ['alien', 'tag', 'fighter', 'spot', 'wind', 'stock', 'conductor', 'date', 'match', 'play', 'light', 'undertaker']"
"['ray', 'light']",sunbeam,"green: ['alien', 'ray', 'date', 'figure', 'draft', 'match', 'grace', 'contract', 'light'], black: ['wind', 'part', 'life'], tan: ['tag', 'fighter', 'spot', 'novel', 'stock', 'conductor', 'comic', 'mine', 'king', 'wake', 'cover', 'play', 'undertaker']"
"['date', 'contract']",due,"green: ['date', 'figure', 'draft', 'match', 'contract'], black: ['wind', 'part', 'life'], tan: ['tag', 'fighter', 'spot', 'novel', 'stock', 'conductor', 'comic', 'mine', 'king', 'wake', 'cover', 'undertaker']"
"['figure', 'stock']",estimate,"green: ['figure', 'draft', 'match'], black: ['wind', 'part', 'life'], tan: ['tag', 'fighter', 'spot', 'novel', 'stock', 'conductor', 'comic', 'mine', 'king', 'wake', 'cover', 'undertaker']"
"['compound', 'well']",fence,"green: ['wind', 'compound', 'revolution', 'fair', 'well', 'cycle', 'lap', 'change'], black: ['green', 'spring', 'time'], tan: ['draft', 'tag', 'ghost', 'light', 'fall', 'undertaker', 'figure', 'space', 'conductor', 'point', 'field', 'crash', 'play']"
"['cycle', 'fair']",wheel,"green: ['wind', 'revolution', 'fair', 'cycle', 'lap', 'change'], black: ['green', 'spring', 'time'], tan: ['draft', 'tag', 'ghost', 'light', 'fall', 'undertaker', 'figure', 'space', 'conductor', 'point', 'field', 'crash', 'play']"
"['revolution', 'wind']",air,"green: ['wind', 'revolution', 'change'], black: ['green', 'spring', 'time'], tan: ['draft', 'tag', 'ghost', 'light', 'fall', 'undertaker', 'figure', 'space', 'conductor', 'point', 'field', 'crash', 'play']"
"['fall', 'field']",down,"green: ['fall', 'undertaker', 'well', 'cycle', 'lap', 'point', 'field', 'time', 'crash'], black: ['compound', 'green', 'play'], tan: ['draft', 'wind', 'tag', 'ghost', 'revolution', 'light', 'figure', 'fair', 'change', 'superhero', 'space', 'spring', 'conductor']"
"['undertaker', 'crash']",risk,"green: ['undertaker', 'cycle', 'lap', 'point', 'time', 'crash'], black: ['compound', 'green', 'play'], tan: ['draft', 'wind', 'tag', 'ghost', 'revolution', 'light', 'figure', 'fair', 'change', 'superhero', 'space', 'spring', 'conductor']"
"['lap', 'point']",sit,"green: ['lap', 'point', 'time'], black: ['compound', 'green', 'play'], tan: ['draft', 'wind', 'tag', 'ghost', 'revolution', 'light', 'figure', 'fair', 'change', 'superhero', 'space', 'spring', 'conductor']"
"['air', 'witch', 'crash']",flight,"green: ['plot', 'lap', 'air', 'witch', 'well', 'round', 'undertaker', 'genius', 'crash'], black: ['date', 'slip', 'scientist'], tan: ['cold', 'luck', 'degree', 'point', 'ray', 'state', 'spot', 'switch', 'row', 'mine', 'march', 'roulette', 'leprechaun']"
"['plot', 'genius']",strategize,"green: ['plot', 'lap', 'well', 'round', 'undertaker', 'genius'], black: ['date', 'slip', 'scientist'], tan: ['cold', 'luck', 'degree', 'point', 'ray', 'state', 'spot', 'switch', 'row', 'mine', 'march', 'roulette', 'leprechaun']"
"['round', 'slip']",loop,"green: ['lap', 'well', 'round', 'undertaker'], black: ['date', 'slip', 'scientist'], tan: ['cold', 'luck', 'degree', 'point', 'ray', 'state', 'spot', 'switch', 'row', 'mine', 'march', 'roulette', 'leprechaun']"
"['cold', 'cover']",blanket,"green: ['mass', 'cold', 'fighter', 'boom', 'cover', 'club', 'drop'], black: ['sub', 'millionaire', 'point'], tan: ['switch', 'wake', 'match', 'march', 'lead', 'cast', 'scientist', 'code', 'agent', 'capital', 'king', 'mine', 'unicorn']"
"['death', 'disease']",deceased,"green: ['death', 'switch', 'mass', 'match', 'march', 'disease', 'sub', 'code', 'capital'], black: ['boom', 'point', 'cast'], tan: ['wake', 'cold', 'fighter', 'lead', 'millionaire', 'scientist', 'cover', 'agent', 'club', 'king', 'mine', 'drop', 'unicorn']"
"['wind', 'cold']",draft,"green: ['change', 'boom', 'pass', 'novel', 'ray', 'play', 'racket', 'luck', 'wind'], black: ['light', 'stock', 'contract'], tan: ['roulette', 'cold', 'disease', 'leprechaun', 'crash', 'spring', 'lap', 'tag', 'trip', 'war', 'fighter', 'slip', 'soul']"
"['boom', 'war']",bomb,"green: ['change', 'boom', 'novel', 'ray', 'play', 'racket', 'luck'], black: ['light', 'stock', 'contract'], tan: ['roulette', 'disease', 'leprechaun', 'crash', 'spring', 'lap', 'tag', 'trip', 'war', 'fighter', 'slip', 'soul']"
"['novel', 'play']",book,"green: ['change', 'novel', 'ray', 'play', 'racket', 'luck'], black: ['light', 'stock', 'contract'], tan: ['roulette', 'disease', 'leprechaun', 'crash', 'spring', 'lap', 'tag', 'trip', 'fighter', 'slip', 'soul']"
"['light', 'pass', 'stock']",out,"green: ['change', 'roulette', 'disease', 'pass', 'light', 'tag', 'trip', 'racket', 'fighter'], black: ['novel', 'leprechaun', 'contract'], tan: ['cold', 'boom', 'ray', 'play', 'stock', 'crash', 'spring', 'lap', 'war', 'luck', 'wind', 'slip', 'soul']"
"['disease', 'cold']",illness,"green: ['change', 'roulette', 'disease', 'tag', 'trip', 'racket', 'fighter'], black: ['novel', 'leprechaun', 'contract'], tan: ['cold', 'boom', 'ray', 'play', 'crash', 'spring', 'lap', 'war', 'luck', 'wind', 'slip', 'soul']"
"['tag', 'change', 'crash']",price,"green: ['change', 'roulette', 'tag', 'trip', 'racket', 'fighter'], black: ['novel', 'leprechaun', 'contract'], tan: ['boom', 'ray', 'play', 'crash', 'spring', 'lap', 'war', 'luck', 'wind', 'slip', 'soul']"
"['racket', 'fighter', 'trip']",tennis,"green: ['roulette', 'trip', 'racket', 'fighter'], black: ['novel', 'leprechaun', 'contract'], tan: ['boom', 'ray', 'play', 'spring', 'lap', 'luck', 'wind', 'slip', 'soul']"
"['well', 'disease']",health,"green: ['part', 'well', 'wind', 'disease', 'sound', 'superhero', 'match', 'opera', 'day'], black: ['state', 'genius', 'plot'], tan: ['witch', 'cast', 'agent', 'war', 'centaur', 'undertaker', 'trip', 'comic', 'press', 'life', 'grace', 'link', 'figure']"
"['sound', 'wind']",beat,"green: ['part', 'wind', 'sound', 'superhero', 'opera', 'day'], black: ['state', 'genius', 'plot'], tan: ['witch', 'cast', 'agent', 'war', 'centaur', 'undertaker', 'trip', 'comic', 'press', 'life', 'grace', 'link', 'figure']"
"['opera', 'part']",network,"green: ['part', 'superhero', 'opera'], black: ['state', 'genius', 'plot'], tan: ['witch', 'cast', 'agent', 'war', 'centaur', 'undertaker', 'trip', 'comic', 'press', 'life', 'grace', 'link', 'figure']"
"['match', 'figure']",sports,"green: ['war', 'undertaker', 'trip', 'sound', 'genius', 'grace', 'figure', 'match'], black: ['part', 'centaur', 'state'], tan: ['witch', 'cast', 'agent', 'well', 'comic', 'wind', 'press', 'life', 'superhero', 'link', 'plot', 'opera', 'day']"
"['war', 'undertaker']",fight,"green: ['war', 'undertaker', 'trip', 'genius', 'grace'], black: ['part', 'centaur', 'state'], tan: ['witch', 'cast', 'agent', 'well', 'comic', 'wind', 'press', 'life', 'superhero', 'link', 'plot', 'opera', 'day']"
"['genius', 'trip']",idea,"green: ['trip', 'genius', 'grace'], black: ['part', 'centaur', 'state'], tan: ['witch', 'cast', 'agent', 'well', 'comic', 'wind', 'press', 'life', 'superhero', 'link', 'plot', 'opera', 'day']"
"['switch', 'mount']",machine,"green: ['switch', 'cold', 'change', 'alien', 'angel', 'vacuum', 'ghost', 'pass'], black: ['mine', 'death', 'poison'], tan: ['racket', 'centaur', 'march', 'mount', 'part', 'club', 'grace', 'roulette', 'strike', 'disease', 'day', 'embassy', 'field']"
"['cold', 'vacuum']",room,"green: ['cold', 'change', 'alien', 'angel', 'vacuum', 'ghost', 'pass'], black: ['mine', 'death', 'poison'], tan: ['racket', 'centaur', 'march', 'part', 'club', 'grace', 'roulette', 'strike', 'disease', 'day', 'embassy', 'field']"
"['racket', 'club', 'strike']",tennis,"green: ['racket', 'switch', 'club', 'angel', 'ghost', 'day', 'embassy', 'field', 'poison'], black: ['mine', 'disease', 'pass'], tan: ['centaur', 'march', 'mount', 'cold', 'opera', 'change', 'part', 'grace', 'roulette', 'alien', 'vacuum', 'strike', 'death']"
"['lead', 'sound']",drama,"green: ['strike', 'lead', 'fall', 'capital', 'opera', 'soul', 'switch', 'witch', 'check'], black: ['crash', 'mine', 'spot'], tan: ['drop', 'spell', 'change', 'tag', 'conductor', 'contract', 'sound', 'king', 'space', 'cold', 'well', 'racket', 'ninja']"
"['trip', 'spring']",journey,"green: ['trip', 'boom', 'life', 'fair', 'part', 'club', 'press', 'switch', 'degree'], black: ['compound', 'center', 'centaur'], tan: ['spy', 'tag', 'row', 'alien', 'space', 'witch', 'conductor', 'spring', 'grace', 'march', 'soul', 'figure', 'bond']"
"['degree', 'space']",temperature,"green: ['life', 'fair', 'part', 'club', 'press', 'switch', 'degree'], black: ['compound', 'center', 'centaur'], tan: ['spy', 'tag', 'row', 'alien', 'space', 'witch', 'conductor', 'grace', 'march', 'soul', 'figure', 'bond']"
"['club', 'life']",music,"green: ['club', 'ninja', 'change', 'millionaire', 'life', 'embassy', 'wind', 'day', 'racket'], black: ['date', 'center', 'mine'], tan: ['centaur', 'mammoth', 'air', 'novel', 'slip', 'crash', 'scientist', 'cycle', 'grace', 'space', 'figure', 'superhero', 'degree']"
"['millionaire', 'change']",money,"green: ['ninja', 'change', 'millionaire', 'embassy', 'wind', 'day', 'racket'], black: ['date', 'center', 'mine'], tan: ['centaur', 'mammoth', 'air', 'novel', 'slip', 'crash', 'scientist', 'cycle', 'grace', 'space', 'figure', 'superhero', 'degree']"
"['day', 'date']",night,"green: ['ninja', 'wind', 'day'], black: ['date', 'center', 'mine'], tan: ['centaur', 'mammoth', 'air', 'novel', 'slip', 'crash', 'scientist', 'cycle', 'grace', 'space', 'figure', 'superhero', 'degree']"
"['alien', 'space', 'air', 'wind']",ufo,"green: ['mass', 'alien', 'ninja', 'air', 'spring', 'space', 'soul', 'angel'], black: ['row', 'well', 'war'], tan: ['lead', 'luck', 'bond', 'state', 'wind', 'disease', 'leprechaun', 'death', 'press', 'agent', 'spy', 'superhero', 'trip']"
"['soul', 'disease']",afterlife,"green: ['mass', 'ninja', 'spring', 'soul', 'angel'], black: ['row', 'well', 'war'], tan: ['lead', 'luck', 'bond', 'state', 'disease', 'leprechaun', 'death', 'press', 'agent', 'spy', 'superhero', 'trip']"
"['spring', 'trip']",season,"green: ['mass', 'ninja', 'spring', 'angel'], black: ['row', 'well', 'war'], tan: ['lead', 'luck', 'bond', 'state', 'leprechaun', 'death', 'press', 'agent', 'spy', 'superhero', 'trip']"
"['angel', 'superhero']",heaven,"green: ['ninja', 'angel'], black: ['row', 'well', 'war'], tan: ['lead', 'luck', 'bond', 'state', 'leprechaun', 'death', 'press', 'agent', 'spy', 'superhero']"
"['boom', 'death']",explode,"green: ['mass', 'luck', 'alien', 'wind', 'well', 'leprechaun', 'death', 'press', 'boom'], black: ['space', 'agent', 'war'], tan: ['row', 'lead', 'bond', 'state', 'ninja', 'disease', 'air', 'spring', 'soul', 'spy', 'superhero', 'angel', 'trip']"
"['king', 'club']",cards,"green: ['lap', 'comic', 'spot', 'date', 'bond', 'well', 'wake', 'king', 'club'], black: ['state', 'link', 'cover'], tan: ['mass', 'millionaire', 'fighter', 'conductor', 'mammoth', 'strike', 'row', 'luck', 'grace', 'figure', 'wind', 'pass', 'witch']"
"['link', 'bond', 'date']",connection,"green: ['comic', 'mass', 'conductor', 'link', 'bond', 'well', 'luck', 'grace', 'witch'], black: ['date', 'cover', 'pass'], tan: ['lap', 'state', 'millionaire', 'fighter', 'spot', 'mammoth', 'strike', 'row', 'figure', 'wind', 'wake', 'king', 'club']"
"['undertaker', 'match']",wwe,"green: ['angel', 'mine', 'bond', 'force', 'match', 'undertaker', 'play', 'row', 'charge'], black: ['ninja', 'racket', 'link'], tan: ['conductor', 'lap', 'war', 'sub', 'strike', 'ghost', 'club', 'degree', 'novel', 'air', 'spell', 'spot', 'change']"
"['mammoth', 'centaur', 'figure']",animal,"green: ['wake', 'plot', 'beat', 'conductor', 'mammoth', 'centaur', 'slip', 'fall', 'capital'], black: ['drop', 'vacuum', 'war'], tan: ['row', 'point', 'link', 'check', 'figure', 'change', 'grace', 'angel', 'field', 'match', 'spot', 'witch']"
"['conductor', 'slip', 'fall']",train,"green: ['wake', 'plot', 'conductor', 'slip', 'fall', 'capital'], black: ['drop', 'vacuum', 'war'], tan: ['row', 'point', 'link', 'check', 'change', 'grace', 'angel', 'field', 'match', 'spot', 'witch']"
"['angel', 'witch', 'match']",fly,"green: ['link', 'grace', 'plot', 'angel', 'fall', 'spot', 'capital', 'war', 'witch'], black: ['drop', 'field', 'centaur'], tan: ['wake', 'row', 'point', 'check', 'figure', 'change', 'cold', 'vacuum', 'conductor', 'mammoth', 'slip', 'match']"
"['grace', 'war']",amazing,"green: ['link', 'grace', 'plot', 'fall', 'spot', 'capital', 'war'], black: ['drop', 'field', 'centaur'], tan: ['wake', 'row', 'point', 'check', 'figure', 'change', 'cold', 'vacuum', 'conductor', 'mammoth', 'slip']"
"['cold', 'spot']",hot,"green: ['grace', 'cold', 'fighter', 'spot', 'field'], black: ['center', 'time', 'genius'], tan: ['centaur', 'sound', 'trip', 'poison', 'plot', 'spell', 'round', 'roulette', 'switch', 'racket', 'revolution', 'stock']"
"['undertaker', 'life']",cemetery,"green: ['sound', 'life', 'undertaker', 'plot', 'grace', 'spell', 'time', 'switch', 'racket'], black: ['roulette', 'spot', 'genius'], tan: ['center', 'mass', 'centaur', 'trip', 'poison', 'club', 'round', 'cold', 'fighter', 'field', 'revolution', 'angel', 'stock']"
"['sound', 'racket']",noise,"green: ['sound', 'plot', 'grace', 'spell', 'time', 'switch', 'racket'], black: ['roulette', 'spot', 'genius'], tan: ['center', 'mass', 'centaur', 'trip', 'poison', 'club', 'round', 'cold', 'fighter', 'field', 'revolution', 'angel', 'stock']"
"['slip', 'field']",fall,"green: ['state', 'force', 'light', 'agent', 'superhero', 'slip', 'switch', 'charge'], black: ['ghost', 'mount', 'luck'], tan: ['strike', 'mass', 'compound', 'spot', 'center', 'wind', 'march', 'plot', 'crash', 'beat', 'field', 'unicorn']"
"['club', 'field']",baseball,"green: ['strike', 'club', 'light', 'luck', 'wind', 'slip', 'march', 'plot', 'crash'], black: ['ghost', 'conductor', 'agent'], tan: ['mass', 'state', 'force', 'superhero', 'compound', 'mount', 'spot', 'center', 'switch', 'charge', 'beat', 'field', 'unicorn']"
"['strike', 'light']",dark,"green: ['strike', 'light', 'luck', 'wind', 'march', 'plot', 'crash'], black: ['ghost', 'conductor', 'agent'], tan: ['mass', 'state', 'force', 'superhero', 'compound', 'mount', 'spot', 'center', 'switch', 'charge', 'beat', 'unicorn']"
"['march', 'switch']",month,"green: ['luck', 'wind', 'march', 'plot', 'crash'], black: ['ghost', 'conductor', 'agent'], tan: ['mass', 'state', 'superhero', 'compound', 'mount', 'spot', 'center', 'switch', 'charge', 'beat', 'unicorn']"
"['crash', 'wind']",accident,"green: ['luck', 'wind', 'plot', 'crash'], black: ['ghost', 'conductor', 'agent'], tan: ['mass', 'state', 'superhero', 'compound', 'mount', 'spot', 'center', 'charge', 'beat', 'unicorn']"
"['change', 'link']",different,"green: ['change', 'link', 'novel', 'space', 'cold', 'press', 'ray', 'force', 'charge'], black: ['lap', 'mount', 'comic'], tan: ['spy', 'pass', 'death', 'drop', 'superhero', 'well', 'air', 'opera', 'match', 'tag', 'compound', 'disease', 'embassy']"
